instance densityA densityB
mcs10_b03m_s50_AB09 0.0604082 0.0604082
mcs10_m2D_s40_AB00 0.0846154 0.0846154
mcs10_m2D_s40_AB01 0.0846154 0.0858974
mcs10_m2D_s40_AB02 0.0858974 0.0846154
mcs10_m2D_s40_AB03 0.0858974 0.0846154
mcs10_m2D_s40_AB04 0.0846154 0.0846154
mcs10_m2D_s40_AB05 0.0846154 0.0858974
mcs10_m2D_s40_AB06 0.0858974 0.0846154
mcs10_m2D_s40_AB07 0.0846154 0.0858974
mcs10_m2D_s40_AB08 0.0858974 0.0858974
mcs10_m2D_s40_AB09 0.0858974 0.0846154
mcs10_m2D_s50_AB00 0.0693878 0.0685714
mcs10_m2D_s50_AB01 0.0677551 0.0677551
mcs10_m2D_s50_AB02 0.0685714 0.0693878
mcs10_m2D_s50_AB03 0.0677551 0.0685714
mcs10_m2D_s50_AB04 0.0685714 0.0685714
mcs10_m2D_s50_AB05 0.0693878 0.0669388
mcs10_m2D_s50_AB06 0.0685714 0.0677551
mcs10_m2D_s50_AB07 0.0693878 0.0693878
mcs10_m2D_s50_AB08 0.0669388 0.0685714
mcs10_m2D_s50_AB09 0.0693878 0.0685714
mcs10_m2Dr4_s40_AB00 0.10641 0.101282
mcs10_m2Dr4_s40_AB01 0.105128 0.105128
mcs10_m2Dr4_s40_AB02 0.105128 0.101282
mcs10_m2Dr4_s40_AB03 0.105128 0.102564
mcs10_m2Dr4_s40_AB04 0.105128 0.102564
mcs10_m2Dr4_s40_AB05 0.105128 0.103846
mcs10_m2Dr4_s40_AB06 0.105128 0.102564
mcs10_m2Dr4_s40_AB07 0.103846 0.103846
mcs10_m2Dr4_s40_AB08 0.103846 0.105128
mcs10_m2Dr4_s40_AB09 0.101282 0.105128
mcs10_m2Dr4_s50_AB00 0.084898 0.0840816
mcs10_m2Dr4_s50_AB01 0.0840816 0.084898
mcs10_m2Dr4_s50_AB02 0.0840816 0.084898
mcs10_m2Dr4_s50_AB03 0.084898 0.0840816
mcs10_m2Dr4_s50_AB04 0.084898 0.0816327
mcs10_m2Dr4_s50_AB05 0.0840816 0.0816327
mcs10_m2Dr4_s50_AB06 0.0840816 0.0808163
mcs10_m2Dr4_s50_AB07 0.0840816 0.0857143
mcs10_m2Dr4_s50_AB08 0.0816327 0.0840816
mcs10_m2Dr4_s50_AB09 0.0840816 0.0840816
mcs10_m2Dr6_s40_AB00 0.114103 0.111538
mcs10_m2Dr6_s40_AB01 0.111538 0.112821
mcs10_m2Dr6_s40_AB02 0.111538 0.114103
mcs10_m2Dr6_s40_AB03 0.115385 0.111538
mcs10_m2Dr6_s40_AB04 0.114103 0.115385
mcs10_m2Dr6_s40_AB05 0.114103 0.114103
mcs10_m2Dr6_s40_AB06 0.114103 0.115385
mcs10_m2Dr6_s40_AB07 0.111538 0.112821
mcs10_m2Dr6_s40_AB08 0.114103 0.112821
mcs10_m2Dr6_s40_AB09 0.114103 0.110256
mcs10_m2Dr6_s50_AB00 0.0914286 0.0930612
mcs10_m2Dr6_s50_AB01 0.0906122 0.0889796
mcs10_m2Dr6_s50_AB02 0.0922449 0.0922449
mcs10_m2Dr6_s50_AB03 0.0906122 0.0889796
mcs10_m2Dr6_s50_AB04 0.0914286 0.0906122
mcs10_m2Dr6_s50_AB05 0.0930612 0.0914286
mcs10_m2Dr6_s50_AB06 0.0914286 0.0914286
mcs10_m2Dr6_s50_AB07 0.0889796 0.0914286
mcs10_m2Dr6_s50_AB08 0.0930612 0.0897959
mcs10_m2Dr6_s50_AB09 0.0906122 0.0914286
mcs10_r005_s20_AB00 0.105263 0.105263
mcs10_r005_s20_AB01 0.105263 0.105263
mcs10_r005_s20_AB02 0.105263 0.1
mcs10_r005_s20_AB03 0.105263 0.105263
mcs10_r005_s20_AB04 0.105263 0.105263
mcs10_r005_s20_AB05 0.105263 0.105263
mcs10_r005_s20_AB06 0.105263 0.105263
mcs10_r005_s20_AB07 0.105263 0.105263
mcs10_r005_s20_AB08 0.105263 0.105263
mcs10_r005_s20_AB09 0.105263 0.105263
mcs10_r005_s25_AB00 0.103333 0.103333
mcs10_r005_s25_AB01 0.1 0.1
mcs10_r005_s25_AB02 0.103333 0.103333
mcs10_r005_s25_AB03 0.103333 0.103333
mcs10_r005_s25_AB04 0.103333 0.103333
mcs10_r005_s25_AB05 0.1 0.103333
mcs10_r005_s25_AB06 0.103333 0.103333
mcs10_r005_s25_AB07 0.103333 0.103333
mcs10_r005_s25_AB08 0.103333 0.103333
mcs10_r005_s25_AB09 0.103333 0.1
mcs10_r005_s30_AB00 0.0988506 0.101149
mcs10_r005_s30_AB01 0.103448 0.103448
mcs10_r005_s30_AB02 0.101149 0.103448
mcs10_r005_s30_AB03 0.103448 0.103448
mcs10_r005_s30_AB04 0.101149 0.101149
mcs10_r005_s30_AB05 0.101149 0.103448
mcs10_r005_s30_AB06 0.101149 0.103448
mcs10_r005_s30_AB07 0.101149 0.103448
mcs10_r005_s30_AB08 0.103448 0.101149
mcs10_r005_s30_AB09 0.103448 0.103448
mcs10_r005_s35_AB00 0.10084 0.10084
mcs10_r005_s35_AB01 0.10084 0.10084
mcs10_r005_s35_AB02 0.10084 0.10084
mcs10_r005_s35_AB03 0.102521 0.10084
mcs10_r005_s35_AB04 0.097479 0.10084
mcs10_r005_s35_AB05 0.102521 0.0991597
mcs10_r005_s35_AB06 0.10084 0.102521
mcs10_r005_s35_AB07 0.102521 0.10084
mcs10_r005_s35_AB08 0.102521 0.10084
mcs10_r005_s35_AB09 0.102521 0.10084
mcs10_r005_s40_AB00 0.1 0.101282
mcs10_r005_s40_AB01 0.102564 0.1
mcs10_r005_s40_AB02 0.0987179 0.102564
mcs10_r005_s40_AB03 0.102564 0.102564
mcs10_r005_s40_AB04 0.103846 0.101282
mcs10_r005_s40_AB05 0.101282 0.0974359
mcs10_r005_s40_AB06 0.101282 0.102564
mcs10_r005_s40_AB07 0.102564 0.102564
mcs10_r005_s40_AB08 0.103846 0.101282
mcs10_r005_s40_AB09 0.103846 0.101282
mcs10_r005_s50_AB00 0.0995918 0.0995918
mcs10_r005_s50_AB01 0.0995918 0.100408
mcs10_r005_s50_AB02 0.101224 0.100408
mcs10_r005_s50_AB03 0.0995918 0.0971429
mcs10_r005_s50_AB04 0.0995918 0.101224
mcs10_r005_s50_AB05 0.0987755 0.101224
mcs10_r005_s50_AB06 0.0995918 0.100408
mcs10_r005_s50_AB07 0.0987755 0.101224
mcs10_r005_s50_AB08 0.101224 0.0971429
mcs10_r005_s50_AB09 0.0987755 0.0979592
mcs10_r01_s20_AB00 0.205263 0.205263
mcs10_r01_s20_AB01 0.194737 0.2
mcs10_r01_s20_AB02 0.2 0.2
mcs10_r01_s20_AB03 0.194737 0.194737
mcs10_r01_s20_AB04 0.194737 0.189474
mcs10_r01_s20_AB05 0.194737 0.184211
mcs10_r01_s20_AB06 0.194737 0.205263
mcs10_r01_s20_AB07 0.2 0.205263
mcs10_r01_s20_AB08 0.2 0.194737
mcs10_r01_s20_AB09 0.2 0.189474
mcs10_r01_s25_AB00 0.203333 0.193333
mcs10_r01_s25_AB01 0.2 0.2
mcs10_r01_s25_AB02 0.193333 0.2
mcs10_r01_s25_AB03 0.19 0.2
mcs10_r01_s25_AB04 0.193333 0.2
mcs10_r01_s25_AB05 0.193333 0.196667
mcs10_r01_s25_AB06 0.193333 0.2
mcs10_r01_s25_AB07 0.186667 0.193333
mcs10_r01_s25_AB08 0.19 0.196667
mcs10_r01_s25_AB09 0.2 0.19
mcs10_r01_s30_AB00 0.190805 0.195402
mcs10_r01_s30_AB01 0.193103 0.195402
mcs10_r01_s30_AB02 0.193103 0.193103
mcs10_r01_s30_AB03 0.190805 0.193103
mcs10_r01_s30_AB04 0.2 0.190805
mcs10_r01_s30_AB05 0.190805 0.2
mcs10_r01_s30_AB06 0.193103 0.190805
mcs10_r01_s30_AB07 0.195402 0.2
mcs10_r01_s30_AB08 0.188506 0.197701
mcs10_r01_s30_AB09 0.193103 0.195402
mcs10_r01_s35_AB00 0.191597 0.194958
mcs10_r01_s35_AB01 0.196639 0.196639
mcs10_r01_s35_AB02 0.186555 0.191597
mcs10_r01_s35_AB03 0.196639 0.188235
mcs10_r01_s35_AB04 0.193277 0.198319
mcs10_r01_s35_AB05 0.193277 0.198319
mcs10_r01_s35_AB06 0.191597 0.194958
mcs10_r01_s35_AB07 0.194958 0.193277
mcs10_r01_s35_AB08 0.193277 0.193277
mcs10_r01_s35_AB09 0.194958 0.198319
mcs10_r01_s40_AB00 0.192308 0.192308
mcs10_r01_s40_AB01 0.19359 0.187179
mcs10_r01_s40_AB02 0.192308 0.188462
mcs10_r01_s40_AB03 0.194872 0.196154
mcs10_r01_s40_AB04 0.188462 0.194872
mcs10_r01_s40_AB05 0.192308 0.19359
mcs10_r01_s40_AB06 0.19359 0.19359
mcs10_r01_s40_AB07 0.189744 0.191026
mcs10_r01_s40_AB08 0.192308 0.197436
mcs10_r01_s40_AB09 0.191026 0.185897
mcs10_r01_s50_AB00 0.192653 0.192653
mcs10_r01_s50_AB01 0.191837 0.193469
mcs10_r01_s50_AB02 0.192653 0.193469
mcs10_r01_s50_AB03 0.190204 0.192653
mcs10_r01_s50_AB04 0.193469 0.191837
mcs10_r01_s50_AB05 0.19102 0.19102
mcs10_r01_s50_AB06 0.194286 0.195102
mcs10_r01_s50_AB07 0.191837 0.192653
mcs10_r01_s50_AB08 0.193469 0.198367
mcs10_r01_s50_AB09 0.192653 0.193469
mcs10_r02_s20_AB00 0.373684 0.368421
mcs10_r02_s20_AB01 0.373684 0.357895
mcs10_r02_s20_AB02 0.357895 0.357895
mcs10_r02_s20_AB03 0.378947 0.331579
mcs10_r02_s20_AB04 0.363158 0.384211
mcs10_r02_s20_AB05 0.384211 0.373684
mcs10_r02_s20_AB06 0.363158 0.378947
mcs10_r02_s20_AB07 0.368421 0.373684
mcs10_r02_s20_AB08 0.368421 0.368421
mcs10_r02_s20_AB09 0.357895 0.357895
mcs10_r02_s25_AB00 0.376667 0.36
mcs10_r02_s25_AB01 0.353333 0.35
mcs10_r02_s25_AB02 0.356667 0.36
mcs10_r02_s25_AB03 0.363333 0.356667
mcs10_r02_s25_AB04 0.37 0.353333
mcs10_r02_s25_AB05 0.366667 0.37
mcs10_r02_s25_AB06 0.36 0.37
mcs10_r02_s25_AB07 0.37 0.356667
mcs10_r02_s25_AB08 0.37 0.37
mcs10_r02_s25_AB09 0.37 0.346667
mcs10_r02_s30_AB00 0.358621 0.354023
mcs10_r02_s30_AB01 0.356322 0.363218
mcs10_r02_s30_AB02 0.351724 0.365517
mcs10_r02_s30_AB03 0.365517 0.363218
mcs10_r02_s30_AB04 0.34023 0.363218
mcs10_r02_s30_AB05 0.358621 0.356322
mcs10_r02_s30_AB06 0.367816 0.37931
mcs10_r02_s30_AB07 0.363218 0.356322
mcs10_r02_s30_AB08 0.367816 0.356322
mcs10_r02_s30_AB09 0.363218 0.358621
mcs10_r02_s35_AB00 0.344538 0.359664
mcs10_r02_s35_AB01 0.346218 0.356303
mcs10_r02_s35_AB02 0.363025 0.364706
mcs10_r02_s35_AB03 0.366387 0.371429
mcs10_r02_s35_AB04 0.351261 0.366387
mcs10_r02_s35_AB05 0.373109 0.37479
mcs10_r02_s35_AB06 0.351261 0.357983
mcs10_r02_s35_AB07 0.356303 0.364706
mcs10_r02_s35_AB08 0.364706 0.368067
mcs10_r02_s35_AB09 0.352941 0.359664
mcs10_r02_s40_AB00 0.357692 0.366667
mcs10_r02_s40_AB01 0.367949 0.348718
mcs10_r02_s40_AB02 0.366667 0.360256
mcs10_r02_s40_AB03 0.366667 0.360256
mcs10_r02_s40_AB04 0.365385 0.35
mcs10_r02_s40_AB05 0.362821 0.358974
mcs10_r02_s40_AB06 0.348718 0.355128
mcs10_r02_s40_AB07 0.355128 0.361538
mcs10_r02_s40_AB08 0.358974 0.361538
mcs10_r02_s40_AB09 0.358974 0.364103
mcs10_r02_s50_AB00 0.351837 0.36
mcs10_r02_s50_AB01 0.366531 0.355102
mcs10_r02_s50_AB02 0.351837 0.360816
mcs10_r02_s50_AB03 0.354286 0.366531
mcs10_r02_s50_AB04 0.354286 0.359184
mcs10_r02_s50_AB05 0.363265 0.358367
mcs10_r02_s50_AB06 0.35102 0.363265
mcs10_r02_s50_AB07 0.351837 0.355102
mcs10_r02_s50_AB08 0.355918 0.362449
mcs10_r02_s50_AB09 0.361633 0.363265
mcs30_b03_s15_AB00 0.209524 0.209524
mcs30_b03_s15_AB01 0.209524 0.209524
mcs30_b03_s15_AB02 0.209524 0.209524
mcs30_b03_s15_AB03 0.209524 0.209524
mcs30_b03_s15_AB04 0.209524 0.2
mcs30_b03_s15_AB05 0.209524 0.209524
mcs30_b03_s15_AB06 0.209524 0.209524
mcs30_b03_s15_AB07 0.209524 0.209524
mcs30_b03_s15_AB08 0.209524 0.209524
mcs30_b03_s15_AB09 0.2 0.209524
mcs30_b03_s20_AB00 0.152632 0.157895
mcs30_b03_s20_AB01 0.152632 0.157895
mcs30_b03_s20_AB02 0.152632 0.157895
mcs30_b03_s20_AB03 0.157895 0.157895
mcs30_b03_s20_AB04 0.157895 0.157895
mcs30_b03_s20_AB05 0.147368 0.157895
mcs30_b03_s20_AB06 0.157895 0.157895
mcs30_b03_s20_AB07 0.152632 0.157895
mcs30_b03_s20_AB08 0.157895 0.147368
mcs30_b03_s20_AB09 0.157895 0.157895
mcs30_b03_s25_AB00 0.123333 0.123333
mcs30_b03_s25_AB01 0.12 0.123333
mcs30_b03_s25_AB02 0.12 0.12
mcs30_b03_s25_AB03 0.116667 0.116667
mcs30_b03_s25_AB04 0.123333 0.123333
mcs30_b03_s25_AB05 0.123333 0.123333
mcs30_b03_s25_AB06 0.12 0.12
mcs30_b03_s25_AB07 0.123333 0.12
mcs30_b03_s25_AB08 0.123333 0.123333
mcs30_b03_s25_AB09 0.12 0.123333
mcs30_b03_s30_AB00 0.103448 0.103448
mcs30_b03_s30_AB01 0.0988506 0.101149
mcs30_b03_s30_AB02 0.103448 0.103448
mcs30_b03_s30_AB03 0.103448 0.101149
mcs30_b03_s30_AB04 0.103448 0.103448
mcs30_b03_s30_AB05 0.103448 0.103448
mcs30_b03_s30_AB06 0.101149 0.103448
mcs30_b03_s30_AB07 0.103448 0.103448
mcs30_b03_s30_AB08 0.103448 0.103448
mcs30_b03_s30_AB09 0.103448 0.103448
mcs30_b03_s35_AB00 0.087395 0.0857143
mcs30_b03_s35_AB01 0.087395 0.0840336
mcs30_b03_s35_AB02 0.087395 0.087395
mcs30_b03_s35_AB03 0.087395 0.087395
mcs30_b03_s35_AB04 0.087395 0.087395
mcs30_b03_s35_AB05 0.087395 0.0857143
mcs30_b03_s35_AB06 0.087395 0.087395
mcs30_b03_s35_AB07 0.087395 0.087395
mcs30_b03_s35_AB08 0.087395 0.0857143
mcs30_b03_s35_AB09 0.087395 0.087395
mcs30_b03_s40_AB00 0.075641 0.0769231
mcs30_b03_s40_AB01 0.0769231 0.0769231
mcs30_b03_s40_AB02 0.0769231 0.0769231
mcs30_b03_s40_AB03 0.0769231 0.0769231
mcs30_b03_s40_AB04 0.075641 0.075641
mcs30_b03_s40_AB05 0.0769231 0.0769231
mcs30_b03_s40_AB06 0.0769231 0.0769231
mcs30_b03_s40_AB07 0.0769231 0.0769231
mcs30_b03_s40_AB08 0.0769231 0.0769231
mcs30_b03_s40_AB09 0.0769231 0.0769231
mcs30_b03_s50_AB00 0.0612245 0.0612245
mcs30_b03_s50_AB01 0.0612245 0.0604082
mcs30_b03_s50_AB02 0.0612245 0.0612245
mcs30_b03_s50_AB03 0.0604082 0.0612245
mcs30_b03_s50_AB04 0.0612245 0.0612245
mcs30_b03_s50_AB05 0.0612245 0.0612245
mcs30_b03_s50_AB06 0.0612245 0.0604082
mcs30_b03_s50_AB07 0.0612245 0.0612245
mcs30_b03_s50_AB08 0.0612245 0.0612245
mcs30_b03_s50_AB09 0.0612245 0.0612245
mcs30_b03m_s15_AB00 0.2 0.180952
mcs30_b03m_s15_AB01 0.2 0.2
mcs30_b03m_s15_AB02 0.209524 0.2
mcs30_b03m_s15_AB03 0.2 0.2
mcs30_b03m_s15_AB04 0.2 0.2
mcs30_b03m_s15_AB05 0.2 0.2
mcs30_b03m_s15_AB06 0.2 0.190476
mcs30_b03m_s15_AB07 0.2 0.2
mcs30_b03m_s15_AB08 0.2 0.2
mcs30_b03m_s15_AB09 0.2 0.2
mcs30_b03m_s20_AB00 0.157895 0.152632
mcs30_b03m_s20_AB01 0.157895 0.147368
mcs30_b03m_s20_AB02 0.157895 0.157895
mcs30_b03m_s20_AB03 0.157895 0.157895
mcs30_b03m_s20_AB04 0.157895 0.157895
mcs30_b03m_s20_AB05 0.152632 0.147368
mcs30_b03m_s20_AB06 0.157895 0.152632
mcs30_b03m_s20_AB07 0.157895 0.147368
mcs30_b03m_s20_AB08 0.157895 0.147368
mcs30_b03m_s20_AB09 0.157895 0.152632
mcs30_b03m_s25_AB00 0.123333 0.123333
mcs30_b03m_s25_AB01 0.123333 0.123333
mcs30_b03m_s25_AB02 0.123333 0.113333
mcs30_b03m_s25_AB03 0.12 0.123333
mcs30_b03m_s25_AB04 0.12 0.12
mcs30_b03m_s25_AB05 0.12 0.12
mcs30_b03m_s25_AB06 0.123333 0.113333
mcs30_b03m_s25_AB07 0.12 0.12
mcs30_b03m_s25_AB08 0.12 0.123333
mcs30_b03m_s25_AB09 0.123333 0.123333
mcs30_b03m_s30_AB00 0.101149 0.103448
mcs30_b03m_s30_AB01 0.101149 0.103448
mcs30_b03m_s30_AB02 0.103448 0.103448
mcs30_b03m_s30_AB03 0.101149 0.101149
mcs30_b03m_s30_AB04 0.103448 0.103448
mcs30_b03m_s30_AB05 0.103448 0.103448
mcs30_b03m_s30_AB06 0.101149 0.103448
mcs30_b03m_s30_AB07 0.0988506 0.101149
mcs30_b03m_s30_AB08 0.103448 0.103448
mcs30_b03m_s30_AB09 0.103448 0.103448
mcs30_b03m_s35_AB00 0.087395 0.087395
mcs30_b03m_s35_AB01 0.087395 0.087395
mcs30_b03m_s35_AB02 0.0857143 0.0840336
mcs30_b03m_s35_AB03 0.087395 0.087395
mcs30_b03m_s35_AB04 0.0857143 0.0857143
mcs30_b03m_s35_AB05 0.087395 0.0857143
mcs30_b03m_s35_AB06 0.0840336 0.0806723
mcs30_b03m_s35_AB07 0.0857143 0.087395
mcs30_b03m_s35_AB08 0.0857143 0.087395
mcs30_b03m_s35_AB09 0.087395 0.0857143
mcs30_b03m_s40_AB00 0.075641 0.075641
mcs30_b03m_s40_AB01 0.0769231 0.075641
mcs30_b03m_s40_AB02 0.074359 0.075641
mcs30_b03m_s40_AB03 0.075641 0.0769231
mcs30_b03m_s40_AB04 0.075641 0.075641
mcs30_b03m_s40_AB05 0.075641 0.075641
mcs30_b03m_s40_AB06 0.075641 0.074359
mcs30_b03m_s40_AB07 0.0769231 0.0769231
mcs30_b03m_s40_AB08 0.075641 0.074359
mcs30_b03m_s40_AB09 0.075641 0.074359
mcs30_b03m_s50_AB00 0.0612245 0.0604082
mcs30_b03m_s50_AB01 0.0604082 0.0612245
mcs30_b03m_s50_AB02 0.0604082 0.0612245
mcs30_b03m_s50_AB03 0.0604082 0.0604082
mcs30_b03m_s50_AB04 0.0595918 0.0604082
mcs30_b03m_s50_AB05 0.0595918 0.0587755
mcs30_b03m_s50_AB06 0.0612245 0.0612245
mcs30_b03m_s50_AB07 0.0612245 0.0612245
mcs30_b03m_s50_AB08 0.0612245 0.0612245
mcs30_b03m_s50_AB09 0.0612245 0.0612245
mcs30_b06_s25_AB00 0.25 0.236667
mcs30_b06_s25_AB01 0.246667 0.236667
mcs30_b06_s25_AB02 0.236667 0.243333
mcs30_b06_s25_AB03 0.243333 0.243333
mcs30_b06_s25_AB04 0.233333 0.243333
mcs30_b06_s25_AB05 0.236667 0.243333
mcs30_b06_s25_AB06 0.236667 0.233333
mcs30_b06_s25_AB07 0.243333 0.24
mcs30_b06_s25_AB08 0.236667 0.246667
mcs30_b06_s25_AB09 0.24 0.24
mcs30_b06_s30_AB00 0.202299 0.202299
mcs30_b06_s30_AB01 0.204598 0.197701
mcs30_b06_s30_AB02 0.202299 0.2
mcs30_b06_s30_AB03 0.2 0.202299
mcs30_b06_s30_AB04 0.202299 0.2
mcs30_b06_s30_AB05 0.2 0.2
mcs30_b06_s30_AB06 0.2 0.197701
mcs30_b06_s30_AB07 0.204598 0.197701
mcs30_b06_s30_AB08 0.2 0.204598
mcs30_b06_s30_AB09 0.202299 0.206897
mcs30_b06_s35_AB00 0.171429 0.169748
mcs30_b06_s35_AB01 0.17479 0.171429
mcs30_b06_s35_AB02 0.17479 0.17479
mcs30_b06_s35_AB03 0.171429 0.171429
mcs30_b06_s35_AB04 0.171429 0.173109
mcs30_b06_s35_AB05 0.173109 0.17479
mcs30_b06_s35_AB06 0.176471 0.17479
mcs30_b06_s35_AB07 0.166387 0.17479
mcs30_b06_s35_AB08 0.168067 0.176471
mcs30_b06_s35_AB09 0.176471 0.171429
mcs30_b06_s40_AB00 0.151282 0.152564
mcs30_b06_s40_AB01 0.148718 0.151282
mcs30_b06_s40_AB02 0.153846 0.148718
mcs30_b06_s40_AB03 0.15 0.151282
mcs30_b06_s40_AB04 0.15 0.152564
mcs30_b06_s40_AB05 0.152564 0.153846
mcs30_b06_s40_AB06 0.153846 0.152564
mcs30_b06_s40_AB07 0.148718 0.153846
mcs30_b06_s40_AB08 0.152564 0.15
mcs30_b06_s40_AB09 0.151282 0.153846
mcs30_b06_s50_AB00 0.120816 0.120816
mcs30_b06_s50_AB01 0.121633 0.119184
mcs30_b06_s50_AB02 0.120816 0.122449
mcs30_b06_s50_AB03 0.12 0.119184
mcs30_b06_s50_AB04 0.120816 0.120816
mcs30_b06_s50_AB05 0.122449 0.121633
mcs30_b06_s50_AB06 0.120816 0.120816
mcs30_b06_s50_AB07 0.120816 0.120816
mcs30_b06_s50_AB08 0.118367 0.122449
mcs30_b06_s50_AB09 0.120816 0.12
mcs30_b06m_s25_AB00 0.223333 0.233333
mcs30_b06m_s25_AB01 0.23 0.236667
mcs30_b06m_s25_AB02 0.223333 0.233333
mcs30_b06m_s25_AB03 0.23 0.236667
mcs30_b06m_s25_AB04 0.226667 0.223333
mcs30_b06m_s25_AB05 0.226667 0.233333
mcs30_b06m_s25_AB06 0.233333 0.233333
mcs30_b06m_s25_AB07 0.22 0.233333
mcs30_b06m_s25_AB08 0.226667 0.23
mcs30_b06m_s25_AB09 0.226667 0.236667
mcs30_b06m_s30_AB00 0.2 0.193103
mcs30_b06m_s30_AB01 0.195402 0.188506
mcs30_b06m_s30_AB02 0.193103 0.195402
mcs30_b06m_s30_AB03 0.195402 0.2
mcs30_b06m_s30_AB04 0.197701 0.197701
mcs30_b06m_s30_AB05 0.2 0.2
mcs30_b06m_s30_AB06 0.197701 0.195402
mcs30_b06m_s30_AB07 0.190805 0.195402
mcs30_b06m_s30_AB08 0.2 0.195402
mcs30_b06m_s30_AB09 0.2 0.2
mcs30_b06m_s35_AB00 0.168067 0.169748
mcs30_b06m_s35_AB01 0.169748 0.168067
mcs30_b06m_s35_AB02 0.17479 0.171429
mcs30_b06m_s35_AB03 0.168067 0.173109
mcs30_b06m_s35_AB04 0.171429 0.173109
mcs30_b06m_s35_AB05 0.173109 0.173109
mcs30_b06m_s35_AB06 0.169748 0.164706
mcs30_b06m_s35_AB07 0.166387 0.171429
mcs30_b06m_s35_AB08 0.166387 0.166387
mcs30_b06m_s35_AB09 0.164706 0.171429
mcs30_b06m_s40_AB00 0.148718 0.148718
mcs30_b06m_s40_AB01 0.148718 0.151282
mcs30_b06m_s40_AB02 0.147436 0.151282
mcs30_b06m_s40_AB03 0.146154 0.146154
mcs30_b06m_s40_AB04 0.147436 0.152564
mcs30_b06m_s40_AB05 0.144872 0.15
mcs30_b06m_s40_AB06 0.147436 0.15
mcs30_b06m_s40_AB07 0.15 0.146154
mcs30_b06m_s40_AB08 0.151282 0.152564
mcs30_b06m_s40_AB09 0.147436 0.146154
mcs30_b06m_s50_AB00 0.121633 0.116735
mcs30_b06m_s50_AB01 0.119184 0.12
mcs30_b06m_s50_AB02 0.118367 0.12
mcs30_b06m_s50_AB03 0.118367 0.12
mcs30_b06m_s50_AB04 0.118367 0.119184
mcs30_b06m_s50_AB05 0.116735 0.117551
mcs30_b06m_s50_AB06 0.117551 0.12
mcs30_b06m_s50_AB07 0.119184 0.120816
mcs30_b06m_s50_AB08 0.116735 0.116735
mcs30_b06m_s50_AB09 0.120816 0.12
mcs30_b09_s35_AB00 0.255462 0.252101
mcs30_b09_s35_AB01 0.252101 0.255462
mcs30_b09_s35_AB02 0.255462 0.258824
mcs30_b09_s35_AB03 0.25042 0.252101
mcs30_b09_s35_AB04 0.253782 0.255462
mcs30_b09_s35_AB05 0.255462 0.253782
mcs30_b09_s35_AB06 0.25042 0.255462
mcs30_b09_s35_AB07 0.252101 0.255462
mcs30_b09_s35_AB08 0.252101 0.25042
mcs30_b09_s35_AB09 0.258824 0.247059
mcs30_b09_s40_AB00 0.221795 0.223077
mcs30_b09_s40_AB01 0.225641 0.223077
mcs30_b09_s40_AB02 0.226923 0.220513
mcs30_b09_s40_AB03 0.224359 0.224359
mcs30_b09_s40_AB04 0.226923 0.225641
mcs30_b09_s40_AB05 0.220513 0.223077
mcs30_b09_s40_AB06 0.225641 0.221795
mcs30_b09_s40_AB07 0.226923 0.221795
mcs30_b09_s40_AB08 0.219231 0.224359
mcs30_b09_s40_AB09 0.219231 0.226923
mcs30_b09_s50_AB00 0.180408 0.179592
